energy,I,Q,U
2.1,12.700497753011538,0.028231873535202266,0.025741326200508497
2.3000000000000003,9.627406987293167,-0.0054121641008779645,-0.038079350343508664
2.5000000000000004,6.7908407172249206,0.0122670985402337,-0.006652643607758594
2.7000000000000006,4.5370706335545705,0.007328701936346615,0.0058709689214827485
2.900000000000001,2.9497334588946624,0.011777762271556046,-0.006824161870587643
3.100000000000001,1.879598372783089,-0.001940032635199602,0.010314716508180641
3.300000000000001,1.200007987011318,0.0022884710220452886,-0.014279309826639176
3.5000000000000013,0.750949023835401,0.001741243352552001,-0.00893751541311514
3.7000000000000015,0.4739622468966542,0.00808354605692378,-0.004374429962250043
3.9000000000000017,0.30057568131481,-0.0031015004590860904,-0.003824961276870194
4.100000000000001,0.19023822013368116,0.0018116225890785701,-0.001629587624208593
4.3000000000000025,0.12331807744756967,-0.0018554462902818237,0.001662241662211717
4.500000000000002,0.0762473750946933,4.308542182059961e-05,0.0019278779855988145
4.700000000000003,0.05052555139907025,0.0008410107015760116,-0.0005028858391444059
4.900000000000002,0.03058758072644068,1.7825852739890974e-05,0.00011297530877837014
5.100000000000003,0.020749866229319913,6.645794936141342e-05,2.0389413176659008e-05
5.3000000000000025,0.012808021249025005,0.0014602265548655658,9.277503801620002e-05
5.5000000000000036,0.008256859876228618,0.00128833606213263,0.0007048685032779722
5.700000000000003,0.004785576553323879,-0.0006831492256535413,0.0008280621269103564
5.900000000000004,0.002550680387435911,0.001020898105032427,3.211331837992652e-05
6.100000000000003,0.0010911638729341534,-2.0486580581920166e-05,3.6540240434788397e-06
6.300000000000004,0.0010154531174705996,-0.0005844085109275102,0.000101157217566733
6.5000000000000036,-9.03106239986684e-05,-0.000614058105497297,0.000669922182630883
6.700000000000005,-0.0004197826602293732,0.0002383979579252314,-0.0007826225811675331
6.900000000000004,-0.0006572605013559496,0.0002725602592652282,-0.0001292710354649094
7.100000000000005,-0.0007390450844082962,5.769865220615206e-05,0.0008229119231259931
7.300000000000004,-0.0008901078387365758,0.000506693169032877,-0.00019479227741274648
7.500000000000005,-0.0010231171264573292,9.666812482608186e-05,-0.00042519108912310587
7.700000000000005,-0.0011413789628495151,0.0005811861930745635,0.00046992415557377997
7.900000000000006,-0.0010120785104739127,-0.00025193568728210173,-0.00010993961941483283
