energy,I,Q,U
2.1,0.09508083630509828,0.0007215313651301255,7.594924549974002e-05
2.3000000000000003,0.11727241467541356,0.0012232829652910882,0.0021501359909985207
2.5000000000000004,0.13213799455733474,0.0005714140099002436,0.0005281057007721732
2.7000000000000006,0.14346759633279166,-0.0009809918164157482,0.0007162529387432286
2.900000000000001,0.15158615008838305,-0.000666308344410844,0.0015531066235233114
3.100000000000001,0.15372359052601225,0.0006880154989284397,6.545586678834093e-07
3.300000000000001,0.15294076967575107,-0.0009071931963765276,-0.0016423054518537252
3.5000000000000013,0.15079277633989702,0.0009583990772479367,-0.0002917028101231167
3.7000000000000015,0.14554872947165645,-0.0015518492939639171,-0.0027980494714631605
3.9000000000000017,0.13734192653129015,0.0012956690414789537,-5.573381369527357e-05
4.100000000000001,0.12960280350413553,-0.0005414768705655286,0.0006910822960051154
4.3000000000000025,0.12141396386814265,-0.0013515691368489891,-0.0007462475835004379
4.500000000000002,0.11084541300058659,0.0006946449946678994,-0.001371051900746101
4.700000000000003,0.10000511696616769,-0.0020305275274661735,-0.0006051204239623082
4.900000000000002,0.09248517534948689,-6.36786742752247e-05,-0.0028493916204144765
5.100000000000003,0.08522846070225723,-0.0015888869433861121,-0.0040272775821782805
5.3000000000000025,0.0755073075621573,0.0015247723596239788,-0.0019825492767520337
5.5000000000000036,0.0696295654823551,0.00027088364276486746,-0.002031706992735043
5.700000000000003,0.06252775073176155,0.0011599106425082702,-0.0003621830160199239
5.900000000000004,0.05642175363748334,-0.0003130419641437706,-0.0029159503701268828
6.100000000000003,0.050397907987719745,-0.0008202747227966075,-0.0010735880855925804
6.300000000000004,0.0458668046906376,0.00010211139910266465,-0.0010927968668706755
6.5000000000000036,0.03939619502941851,0.000251769224204604,-0.0019609323846963267
6.700000000000005,0.03306838899640989,-0.00038356328874007115,-0.00045390059820051985
6.900000000000004,0.026230023599121834,-0.00010494498402419048,0.000647722790248172
7.100000000000005,0.01998296368541843,-7.65123716840827e-06,-0.0013137749731177608
7.300000000000004,0.015585744264993817,-0.001519291271424059,-0.0006418860017594957
7.500000000000005,0.011349448868231082,-0.00033781662172281256,-0.00033390120576629636
7.700000000000005,0.007758364048179001,8.917040564558134e-05,-0.000985213090706313
7.900000000000006,0.005676014738289758,0.00011163837798818106,-0.000709570236477662
