energy,I,Q,U
2.1,0.06875825421273754,-0.00016831223770718585,0.0035114584660504654
2.3000000000000003,0.11556443289232024,0.0008552869298356947,0.001857272358868108
2.5000000000000004,0.15414761496199642,0.0010653658704688678,0.0021084900673381153
2.7000000000000006,0.19106459672446247,-0.0010032503007693858,-0.00021741162062821148
2.900000000000001,0.21593574901664153,-0.002083067467085744,-0.0018736142093345454
3.100000000000001,0.22337701922006245,-0.00028819806190003667,0.003471869655520498
3.300000000000001,0.22404892501780374,-0.0016931711274506228,-0.0012491609966813724
3.5000000000000013,0.21374238883953542,0.0022746433792046414,-0.00011824632813752615
3.7000000000000015,0.19908219429348098,0.0004168399154671473,0.003109595100819209
3.9000000000000017,0.1840987219069643,-0.0026727127197104837,0.0003777053853577402
4.100000000000001,0.162560915628542,-0.0006970647924703137,0.0017984101700177495
4.3000000000000025,0.14529553268644813,0.0005111663155227521,0.0019022529039863026
4.500000000000002,0.12624473398344244,-0.0004843330478005517,-0.0003085663061033157
4.700000000000003,0.11032071305397655,-0.0032743101108672393,-0.00031388605893066594
4.900000000000002,0.09560697427902988,-0.00014622866104284024,-0.001797283218079299
5.100000000000003,0.08157632954249534,-0.0006670562428080521,0.0003095519257275886
5.3000000000000025,0.06999185538480591,-0.0015289387004143804,0.0006308721863317226
5.5000000000000036,0.059473084438197786,-0.0010864551860926006,-0.0009803568756543732
5.700000000000003,0.050587094006448736,-0.0031427035133033323,-0.00030241917224868304
5.900000000000004,0.04177990868255393,-0.0011100840052831185,0.0018289775566835602
6.100000000000003,0.035701005091442986,-0.0010658909812526845,-5.1027938345622745e-05
6.300000000000004,0.02893134215308004,-0.0007116350560844746,0.00011491221527628535
6.5000000000000036,0.023069977486702253,-0.0006563207116856561,0.0011893005384000135
6.700000000000005,0.018207041676312576,-0.0015046238813937387,-0.000925890198561586
6.900000000000004,0.014777257901821361,-0.0004875176883282567,-0.0003913188009024446
7.100000000000005,0.010257328687393395,-0.0004126088055836468,0.0009993419736458182
7.300000000000004,0.007064263896376488,-0.000630117260162253,-0.0002534381995534112
7.500000000000005,0.005212026726406194,-0.0006105695410723221,0.00023339366180675816
7.700000000000005,0.0035343397955616136,-0.00036672796571732004,5.261463075458967e-05
7.900000000000006,0.0019813288644126457,5.209653233216038e-05,0.00010047561789093898
